A3F3BZ3H,journalArticle,2011,"Mandel, Michael; Pascanu, Razvan; Eck, Douglas; Bengio, Yoshua; Aeillo, L. M.; Schifanella, R.; Menczer, F.",Contextual tag inference,"ACM T. Multimedia Comp., Comm. & Appl.",,,,,,,,,,,,,
M6FBCX32,conferencePaper,2008,"Franzius, Mathias; Wilbert, Niko; Wiskott, Laurenz",Invariant Object Recognition with Slow Feature Analysis,"Proceedings of the 18th international conference on Artificial Neural Networks, Part I",978-3-540-87535-2,,10.1007/978-3-540-87536-9_98,http://dx.doi.org/10.1007/978-3-540-87536-9_98,,,,,,,,,
7PJ3MD3W,journalArticle,1983,"Diaconis, Persi; Efron, Bradley",Computer-Intensive Methods in Statistics,j-SCI-AMER,,"0036-8733 (print), 1946-7087 (electronic)",,,,,,,,,,,
6X2NNXRA,journalArticle,1969,"Polak, E.; Ribiere, G.",Note sur la convergence de méthodes de directions conjuguées,Revue Française d'Informatique et de Recherche Opérationnelle,,,,,,,,,,,,,
ATSR5RAJ,book,1954,"Debye, P.J.W.",The collected papers of Peter J.W. Debye,,9780918024589,,,http://books.google.com/books?id=CKbvAAAAMAAJ,,,,,,,,,
KI9IITMJ,book,2010,"Gould, Stephen; Russakovsky, Olga; Goodfellow, Ian; Baumstarck, Paul; Ng, Andrew Y; Koller, Daphne",The STAIR Vision Library,,,,,http://ai.stanford.edu/ sgould/svl,,,,,,,,,
TS8BD5B5,journalArticle,2000,"Bradski, G.",The OpenCV Library,Dr. Dobb's Journal of Software Tools,,,,,,,,,,,,,
RI2NVDQ3,journalArticle,2011,"Pedregosa, F.; Varoquaux, G.; Gramfort, A.; Michel, V.; Thirion, B.; Grisel, O.; Blondel, M.; Prettenhofer, P.; Weiss, R.; Dubourg, V.; Vanderplas, J.; Passos, A.; Cournapeau, D.; Brucher, M.; Perrot, M.; Duchesnay, E.",Scikit-learn: Machine Learning in Python,Journal of Machine Learning Research,,,,,,,,,,,,,
WI6NM924,conferencePaper,2012,"Raiko, Tapani; Valpola, Harri; LeCun, Yann",Deep learning made easier by linear transformations in perceptrons,International Conference on Artificial Intelligence and Statistics,,,,,,,,,,,,,
FMU2U4V8,journalArticle,2013,"Vatanen, Tommi; Raiko, Tapani; Valpola, Harri; LeCun, Yann",Pushing Stochastic Gradient towards Second-Order Methods–Backpropagation Learning with Transformations in Nonlinearities,arXiv preprint arXiv:1301.3476,,,,,,,,,,,,,
4UM4A9AW,conferencePaper,2012,"Sermanet, Pierre; Chintala, Soumith; LeCun, Yann",Convolutional Neural Networks Applied to House Numbers Digit Classification,International Conference on Pattern Recognition (ICPR 2012),,,,,,,,,,,,,
7A3EAFVP,journalArticle,2012,"Liapis, A.; Yannakakis, G.N.; Togelius, J.",Adapting Models of Visual Aesthetics for Personalized Content Creation,"Computational Intelligence and AI in Games, IEEE Transactions on",,1943-068X,10.1109/TCIAIG.2012.2192438,,,,,,,,,,
ZHKBIH8S,conferencePaper,2007,"Togelius, J.; De Nardi, R.; Lucas, S.M.",Towards automatic personalised content creation for racing games,"Computational Intelligence and Games, 2007. CIG 2007. IEEE Symposium on",,,10.1109/CIG.2007.368106,,,,,,,,,,
D9KDW5VU,conferencePaper,2011,"Liapis, A.; Yannakakis, G.N.; Togelius, J.",Neuroevolutionary constrained optimization for content creation,"Computational Intelligence and Games (CIG), 2011 IEEE Conference on",,,10.1109/CIG.2011.6031991,,,,,,,,,,
539TF4S3,journalArticle,2009,"Yannakakis, Georgios N; Hallam, John",Real-time game adaptation for optimizing player satisfaction,"Computational Intelligence and AI in Games, IEEE Transactions on",,,,,,,,,,,,,
CJ2R46VQ,journalArticle,2011,"Yannakakis, G.N.; Togelius, J.",Experience-Driven Procedural Content Generation,"Affective Computing, IEEE Transactions on",,1949-3045,10.1109/T-AFFC.2011.6,,,,,,,,,,
MIQXC8BG,bookSection,2010,"Togelius, Julian; Yannakakis, GeorgiosN.; Stanley, KennethO.; Browne, Cameron",Search-Based Procedural Content Generation,Applications of Evolutionary Computation,978-3-642-12238-5,,,http://dx.doi.org/10.1007/978-3-642-12239-2_15,,,,,,,,,
GPMUS4FN,journalArticle,2010,"Pedersen, C.; Togelius, J.; Yannakakis, G.N.",Modeling Player Experience for Content Creation,"Computational Intelligence and AI in Games, IEEE Transactions on",,1943-068X,10.1109/TCIAIG.2010.2043950,,,,,,,,,,
W4KPQ4GH,journalArticle,1972,"Jones, Karen Spärck",A statistical interpretation of term specificity and its application in retrieval,Journal of Documentation,,,,,,,,,,,,,
ZWN7DQUQ,conferencePaper,2008,"Weiss, Yair; Torralba, Antonio; Fergus, Robert",Spectral Hashing,NIPS,,,,,,,,,,,,,
ASEBJMIN,conferencePaper,2009,"Salakhutdinov, Ruslan; Hinton, Geoffrey",Deep Boltzmann Machines,Proceedings of the International Conference on Artificial Intelligence and Statistics,,,,,,,,,,,,,
UNWPNM47,conferencePaper,2009,"Salakhutdinov, Ruslan; Hinton, Geoffrey",Deep Boltzmann Machines,Proceedings of the International Conference on Artificial Intelligence and Statistics,,,,,,,,,,,,,
MGDMWT79,journalArticle,1951,"Robbins, Herbert; Monro, Sutton",A Stochastic Approximation Method,Annals of Mathematical Statistics,,,,,,,,,,,,,
V3NP9T6S,journalArticle,1951,"Robbins, Herbert; Monro, Sutton",A Stochastic Approximation Method,Annals of Mathematical Statistics,,,,,,,,,,,,,
E8EB25RI,journalArticle,2002,"Dailey, Matthew N.; Cottrell, Garrison W.; Padgett, Curtis; Adolphs, Ralph",EMPATH: A Neural Network that Categorizes Facial Expressions,J. Cognitive Neuroscience,,0898-929X,10.1162/089892902760807177,http://dl.acm.org/citation.cfm?id=1162540.1162547,,,,,,,,,
Z9H5PUGU,conferencePaper,2011,"Ranzato, Marc'Aurelio; Susskind, Joshua; Mnih, Volodymyr; Hinton, Geoffrey E.",On deep generative models with applications to recognition.,CVPR'11,,,,,,,,,,,,,
ZBZX5AHD,conferencePaper,2010,"Ranzato, M.; Krizhevsky, A.; Hinton, G. E.",Factored 3-Way Restricted Boltzmann Machines For Modeling Natural Images,Proceedings of AISTATS 2010,,,,,,,,,,,,,
IZPARSVV,report,2009,"Klöckner, Andreas; Pinto, Nicolas; Lee, Yunsup; Catanzaro, B.; Ivanov, Paul; Fasih, Ahmed",PyCUDA and PyOpenCL: A Scripting-Based Approach to GPU Run-Time Code Generation,,,,,http://arxiv.org/abs/0911.3456,,,,,,,2009-40,,
SP4K4PND,report,2009,"Mnih, Volodymyr",CUDAMat: A CUDA-based matrix class for Python,,,,,http://www.cs.toronto.edu/ vmnih/docs/cudamat_tr.pdf,,,,,,,2009-004,,
JNMVNH8A,book,2010,"Hoberock, Jared; Bell, Nathan",Thrust: A Parallel Template Library,,,,,http://www.meganewtons.com/,,,,,,,,,
THM6H8C7,book,,,GpuNdArray: A common n-dimensional array on the GPU,,,,,,,,,,,,,,
C53J6VUX,report,2010,"Tieleman, Tijmen",Gnumpy: an easy way to use GPU boards in Python,,,,,http://www.cs.toronto.edu/ tijmen/gnumpy.html,,,,,,,2010-002,,
QKN2RGKE,journalArticle,2007,"Oliphant, Travis E.",Python for Scientific Computing,Computing in Science and Engineering,,1521-9615,http://doi.ieeecomputersociety.org/10.1109/MCSE.2007.58,,,,,,,,,,
AJ6SKRQF,journalArticle,2008,"Trebar, Mira; Steele, Nigel",Application of distributed SVM architectures in classifying forest data cover types,Computers and Electronics in Agriculture,,0168-1699,DOI: 10.1016/j.compag.2008.02.001,http://www.sciencedirect.com/science/article/pii/S0168169908000483,,,,,,,,,
ZAT97BSR,bookSection,2013,"Baldi, Pierre; Sadowski, Peter J.",Understanding Dropout,Advances in Neural Information Processing Systems 26,,,,http://media.nips.cc/nipsbooks/nipspapers/paper_files/nips26/1291.pdf,,,,,,,,,
EAD2AC43,conferencePaper,2006,"Blitzer, John; McDonald, Ryan; Pereira, Fernando",Domain adaptation with structural correspondence learning,Proc. of EMNLP '06,,,,,,,,,,,,,
SDMHQN2X,conferencePaper,,"Ranzato, M.; Mnih, V.; Hinton, G.",Generating more Realistic Images using Gated MRF's,,,,,,,,,,,,,,
M54PZ67B,conferencePaper,2010,"Ranzato, M.; Mnih, V.; Hinton, G.",Generating more Realistic Images using Gated MRF's,NIPS'2010,,,,,,,,,,,,,
QXABMDDU,book,2011,"Bengio, Yoshua; Delalleau, Olivier",Shallow versus Deep Sum-Product Networks,,,,,,,,,,,,,,
WXNP265V,book,2011,"Bergstra, James; Bengio, Yoshua",Random Search for Hyper-Parameter Optimization,,,,,,,,,,,,,,
FC8GSQMF,conferencePaper,2010,"Bergstra, James; Breuleux, Olivier; Bastien, Frédéric; Lamblin, Pascal; Pascanu, Razvan; Desjardins, Guillaume; Turian, Joseph; Warde-Farley, David; Bengio, Yoshua",Theano: a CPU and GPU Math Expression Compiler,Proceedings of the Python for Scientific Computing Conference (SciPy),,,,,,,,,,,,,
N7D39C9J,conferencePaper,2010,"Bergstra, James; Breuleux, Olivier; Bastien, Frédéric; Lamblin, Pascal; Pascanu, Razvan; Desjardins, Guillaume; Turian, Joseph; Warde-Farley, David; Bengio, Yoshua",Theano: a CPU and GPU Math Expression Compiler,Proc. Python for Scientific Comp. Conf. (SciPy),,,,,,,,,,,,,
BTB5V5R8,conferencePaper,2009,"Braverman, Mark",Poly-logarithmic independence fools AC0 circuits,IEEE Conference on Computational Complexity,,,,,,,,,,,,,
ZR2UZHNZ,journalArticle,2011,"Braverman, Mark",Poly-logarithmic independence fools bounded-depth boolean circuits,Communications of the ACM,,,,,,,,,,,,,
CHEZGHVQ,conferencePaper,2011,"Larochelle, Hugo; Murray, Ian",The Neural Autoregressive Distribution Estimator,Proceedings of the Fourteenth International Conference on Artificial Intelligence and Statistics (AISTATS'2011),,,,,,,,,,,,,
V9I7JJPN,conferencePaper,2011,"Larochelle, Hugo; Murray, Ian",The Neural Autoregressive Distribution Estimator,Proc. AISTATS'2011,,,,,,,,,,,,,
87MNZSVQ,conferencePaper,2011,"Larochelle, H.; Murray, I.",The Neural Autoregressive Distribution Estimator,AISTATS'2011,,,,,,,,,,,,,
QZGTMVMC,journalArticle,2010,"Behrens, G.; Friel, N.; Hurn, M.",Tuning Tempered Transitions,ArXiv e-prints,,,,,,,,,,,,,
SG66ZID9,journalArticle,1976,"Bennett, C.",Efficient estimation of free energy differences from Monte Carlo data,Journal of Computational Physics,,,,,,,,,,,,,
XJFCVDZN,journalArticle,2008,"Bergstra, J.; Bengio, Y.; Louradour, J.",Suitability of Complex Cell Models for Object Categorization,Computational Neuroscience,,,,,,,,,,,,,
H2ZMD3RE,journalArticle,2009,"Bergstra, J.; Bengio, Y.; Louradour, J.",Suitability of Complex Cell Models for Object Categorization,Neural Computation,,,,,,,,,,,,,
6TP2WHXH,journalArticle,2008,"Chapados, N.; Bengio, Y.",Forecasting and Trading Commodity Contract Spreads with Gaussian Processes,International Journal of Forecasting,,,,,,,,,,,,,
ATN5QR6U,journalArticle,2008,"Chapados, N.; Bengio, Y.",Training Graphs of Learning Modules for Sequential Data,ACM Transactions on Knowledge Discovery from Data,,,,,,,,,,,,,
KRRMPQ6B,journalArticle,1995,"J, Grother Patrick",NIST special database. Handprinted forms and characters database,,,,,,,,,,,,,,
SH38BUIF,bookSection,2002,"Trentin, E.; Brugnara, F.; Bengio, Y.; Furlanello, C.; Mori, R. De",Statistical and Neural Network Models for Speech Recognition,Connectionist Approaches to Clinical Problems in Speech and Language,,,,,,,,,,,,,
N7MN2ZPZ,bookSection,2004,"Bengio, Y.; Grandvalet, Y.",Bias in Estimating the Variance of K-Fold Cross-Validation,Statistical Modeling and Analysis for Complex Data Problem,,,,,,,,,,,,,
9VZBTIP5,book,2012,"Desjardins, Guillaume; Courville, Aaron; Bengio, Yoshua",Disentangling Factors of Variation via Generative Entangling,,,,,,,,,,,,,,
35EE4FP4,conferencePaper,,"Desjardins, G.; Courville, A.; Bengio, Y.",On Tracking The Partition Function,NIPS'2011,,,,,,,,,,,,,
9J5ZQXUS,book,2010,"Desjardins, G.; Courville, A.; Bengio, Y.",Adaptive Parallel Tempering for Stochastic Maximum Likelihood Learning of RBMs,,,,,,,,,,,,,,
4PG6UVXR,book,2013,"Bergstra, James; Cox, David D.","Hyperparameter Optimization and Boosting for Classifying Facial Expressions: How good can a “Null"" Model be?",,,,,,,,,,,,,,
XQ2FUN45,book,2013,"Romaszko, Lukasz",A Deep Learning Approach with an Ensemble-Based Neural Network Classifier for Black Box ICML 2013 Contest,,,,,,,,,,,,,,
P5TWA325,book,2013,"Lee, Dong-Hyun",Pseudo-Label : The Simple and Efficient Semi-Supervised Learning Method for Deep Neural Networks,,,,,,,,,,,,,,
J5CJQGFD,book,2013,"Xie, Jingjing; Xu, Bing; Chuang, Zhang",Horizontal and Vertical Ensemble with Deep Representation for Classification,,,,,,,,,,,,,,
SBVX2MSU,book,2013,"Ionescu, Radu Tudor; Popescu, Marius; Grozea, Cristian",Local Learning to Improve Bag of Visual Words Model for Facial Expression Recognition,,,,,,,,,,,,,,
7XCM8QV9,book,2013,"Tang, Yichuan",Deep Learning using Linear Support Vector Machines,,,,,,,,,,,,,,
U2M58CMI,book,2013,"Feng, Fangxiang; Li, Ruifan; Wang, Xiaojie",Constructing Hierarchical Image-tags Bimodal Representations for Word Tags Alternative Choice,,,,,,,,,,,,,,
EHX76ZRB,book,2011,"Netzer, Y.; Wang, T.; Coates, A.; Bissacco, A.; Wu, B.; Ng, A. Y.",Reading Digits in Natural Images with Unsupervised Feature Learning,,,,,,,,,,,,,,
WSZ7J6KM,book,2011,"Jia, Yangqing; Huang, Chang",Beyond Spatial Pyramids: Receptive Field Learning for Pooled Image Features,,,,,,,,,,,,,,
KUMCIRV5,book,2011,"Denil, Misha; de Freitas, Nando",Toward the Implementation of a Quantum RBM,,,,,,,,,,,,,,
URFUCF27,bookSection,2004,"Dugas, C.; Bengio, Y.; Chapados, N.; Vincent, P.; Denoncourt, G.; Fournier, C.",Statistical Learning Algorithms Applied to Automobile Insurance Ratemaking,Intelligent and Other Computational Techniques in Insurance: Theory and Applications,,,,,,,,,,,,,
UC564N3Z,bookSection,2004,"Dugas, C.; Bengio, Y.; Chapados, N.; Vincent, P.; Denoncourt, G.; Fournier, C.",Statistical Learning Algorithms Applied to Automobile Insurance Ratemaking,Intelligent and Other Computational Techniques in Insurance: Theory and Applications,,,,,,,,,,,,,
CAUNBNBI,conferencePaper,2002,"Collobert, R.; Bengio, Y.; Bengio, S.",Scaling Large Learning Problems with Hard Parallel Mixtures,SVM02,,,,,,,,,,,,,
BUZE5VUZ,conferencePaper,2002,"Collobert, R.; Bengio, Y.; Bengio, S.",Scaling Large Learning Problems with Hard Parallel Mixtures,SVM'2002,,,,,,,,,,,,,
WEQVPRZB,journalArticle,2003,"Collobert, R.; Bengio, Y.; Bengio, S.",Scaling Large Learning Problems with Hard Parallel Mixtures,ijprai,,,,,,,,,,,,,
WBBVWTFP,journalArticle,2003,"Collobert, R.; Bengio, Y.; Bengio, S.",Scaling Large Learning Problems with Hard Parallel Mixtures,Int. J. Pattern Recognition and Artificial Intelligence,,,,,,,,,,,,,
CBTGRF64,conferencePaper,2002,"Bengio, Y.; Chapados, N.",Metric-based Model Selection for Time-Series Forecasting,Proc. of 2002 IEEE International Workshop on Neural Networks for Signal Processing,,,,,,,,,,,,,
FCJZKBUW,conferencePaper,2002,"Bengio, Y.; Takeuchi, I.; Kanamori, K.",The Challenge of Non-Linear Regression on Large Datasets with Asymmetric Heavy Tails,JSM02,,,,,,,,,,,,,
78CWCRSN,conferencePaper,2002,"Bengio, Y.; Takeuchi, I.; Kanamori, K.",The Challenge of Non-Linear Regression on Large Datasets with Asymmetric Heavy Tails,JSM02,,,,,,,,,,,,,
22QFB9V8,conferencePaper,2002,"Collobert, R.; Bengio, S.; Bengio, Y.",A Parallel Mixture of SVMs for Very Large Scale Problems,NIPS14,,,,,,,,,,,,,
3WBE8DVG,conferencePaper,2004,"Bhattacharya, I.; Getoor, L.; Bengio, Y.",Unsupervised Sense Disambiguation Using Bilingual Probabilistic Models,Conference of the Association for Computational Linguistics (ACL'04),,,,,,,,,,,,,
JKR7UBA9,conferencePaper,2004,"Boufaden, N.; Bengio, Y.; Lapalme, G.",Approche statistique pour le repÃ©rage de mots informatifs dans les textes oraux,"\em TALN'2004, Traitement Automatique du Langage Naturel.",,,,,,,,,,,,,
RDU3A5AV,journalArticle,2006,"Boufaden, N.; Lapalme, G.; Bengio, Y.",RepÃ©rage de mots informatifs dans les textes conversationnels,Traitement automatique des langues,,,,,,,,,,,,,
AFEU66IA,conferencePaper,2005,"Rivest, F.; Bengio, Y.; Kalaska, J.",Brain Inspired Reinforcement Learning,NIPS17,,,,,,,,,,,,,
K4AX9RVB,conferencePaper,2004,"Y, Y. Bengio; Grandvalet, Y.",No Unbiased Estimator of the Variance of K-Fold Cross-Validation,NIPS16,,,,,,,,,,,,,
TNCM4E8Q,conferencePaper,2004,"Y, Y. Bengio; Grandvalet, Y.",No Unbiased Estimator of the Variance of K-Fold Cross-Validation,NIPS16,,,,,,,,,,,,,
SS2M9KRC,journalArticle,1963,"Mandelbrot, B.",The variation of certain speculative prices,Journal of Business,,,,,,,,,,,,,
FZTR2PN3,journalArticle,1965,"Fama, E. F.",The behavior of stock market prices,Journal of Business,,,,,,,,,,,,,
6EGSPXMD,journalArticle,1996,"Corless, R. M.; Gonnet, G. H.; Hare, D. E. G.; Jeffrey, D. J.; Knuth, D. E.",On the Lambert W Function,Advances in Computational Mathematics,,,,,,,,,,,,,
25TQKEPC,book,1997,"Embrechts, P.; Kluppelberg, C.; Mikosch, T.",Modelling Extremal Events,,,,,,,,,,,,,,
R95MKAC2,journalArticle,1999,"Kang, S.; Serfozo, R. F.",Extreme values of phase-type and mixed random variables with parallel-processing examples,Journal of Applied Probability,,,,,,,,,,,,,
SMAVZWIZ,book,1999,"Douglas, Scott; Amari, Shun-Ichi; Kung, S.-Y.",On Gradient Adaptation With Unit-Norm Constraints,,,,,,,,,,,,,,
BTSAN6BN,report,2006,"Abdallah, Samer; Plumbley, Mark",Geometry Dependency Analysis,,,,,,,,,,,,C4DM-TR06-05,,
2QQJWKSH,journalArticle,1992,"Abe, N.; Warmuth, M. K.",On the Computational Complexity of Approximating Distributions by Probabilistic Automata,Machine Learning,,,,,,,,,,,,,
PI75W2Z6,journalArticle,1990,"Abu-Mostafa, Y. S.",Learning from Hints in Neural Networks,jcomp,,,,,,,,,,,,,
P7EVF5K6,journalArticle,1987,"Abu-Mostafa, Y. S.; Psaltis, D.",Optical Neural Computers,sciam,,,,,,,,,,,,,
8SV6SNN9,journalArticle,1989,"Abu-Mostafa, Y. S.",The Vapnik-Chervonenkis Dimension: Information versus Complexity in Learning,nc,,,,,,,,,,,,,
XIWGXG9V,journalArticle,1995,"Abu-Mostafa, Yaser S.",Hints,Neural Computation,,,,,,,,,,,,,
DAUKADWC,book,2008,"Ackerman, Margareta; Ben-David, Shai",Clustering Quality Measures,,,,,,,,,,,,,,
M6N6S3JB,journalArticle,1985,"Ackley, D. H.; Hinton, G. E.; Sejnowski, T. J.",A Learning Algorithm for Boltzmann Machines,cogsci,,,,,,,,,,,,,
QX9H6W3P,conferencePaper,1990,"Ackley, D. H.; Littman, M. S.",Generalization and Scaling in Reinforcement Learning,NIPS2,,,,,,,,,,,,,
MXANGV79,journalArticle,1994,"Rohwer, R.",The time dimension of neural network models,ACM Sigart Bulleting,,,,,,,,,,,,,
P8CFX2BF,journalArticle,1985,"Adelson, E. H.; Bergen, J. R.",Spatiotemporal Energy Models for the Perception of Motion,Journal of the Optical Society of America,,,,,,,,,,,,,
B47P9MX7,conferencePaper,2009,"Agarwal, Sharad; Lorch, Jacob R.",Matchmaking for online games and other latency-sensitive P2P systems,Proceedings of the ACM SIGCOMM 2009 conference on Data communication,,,,,,,,,,,,,
RJJ25TRW,journalArticle,1970,"Agrawala, Ashok Kumar",Learning with a Probabilistic Teacher,IEEE Transactions on Information Theory,,,,,,,,,,,,,
B69M8BKA,journalArticle,1990,"Ahalt, S. C.; Krishnamurthy, A. K.; Chen, P.; Melton, D. E.",Competitive Learning Algorithms for Vector Quantization,nn,,,,,,,,,,,,,
M5HNMHZM,conferencePaper,1993,"Ahmad, S.; Tresp, V.",Some Solutions to the Missing Feature Problem in Vision,NIPS5,,,,,,,,,,,,,
9IPKM7G2,conferencePaper,2008,"Ahmed, Amr; Yu, Kai; Xu, Wei; Gong, Yihong; Xing, Eric P.",Training Hierarchical Feed-forward Visual Recognition Models Using Transfer Learning from Pseudo Tasks,Proceedings of the 10th European Conference on Computer Vision (ECCV'08),,,,,,,,,,,,,
3CT2HB7V,conferencePaper,2014,"Zeiler, Matthew D.; Fergus, Rob",Visualizing and Understanding Convolutional Networks,ECCV'14,,,,,,,,,,,,,
8TMAC8IU,journalArticle,1976,"Aitchison, John; Aitken, Colin",Multivariate binary discrimination by the kernel method,Biometrika,,,,,,,,,,,,,
C858AIID,journalArticle,1964,"Aizerman, Mark A.; Braverman, Emmanuel M.; Rozonoer, Lev I.",Theoretical Foundations of the Potential Function Method in Pattern Recognition Learning,Automation and Remote Control,,,,,,,,,,,,,
2S5HR7TS,journalArticle,1983,"Ajtai, Miklos",$\sum_1^1$-formulae on finite structures,Annals of Pure and Applied Logic,,,,,,,,,,,,,
7CHPG4IJ,journalArticle,1974,"Akaike, H.",A New Look at the Statistical Model Identification,ieeeac,,,,,,,,,,,,,
9UJ6WRVN,journalArticle,1991,"Al-Mashouq, K. A.; Reed, I. S.",Including Hints in Training Neural Nets,nc,,,,,,,,,,,,,
3TJ43X5R,book,1990,"Aleksander, I.; Morton, H.",An Introduction to Neural Computing,,,,,,,,,,,,,,
UKFZV2KU,conferencePaper,1993,"Aleksander, I.; Morton, H.",A Neural State Machine for Iconic Language Representation,New Trends in Neural Computation: Proc. of the International Workshop on Artificial Neural Networks IWANN'93,,,,,,,,,,,,,
NBD2SETT,conferencePaper,1996,"Allender, Eric",Circuit Complexity Before the Dawn of the New Millennium,16th Annual Conference on Foundations of Software Technology and Theoretical Computer Science,,,,,,,,,,,,,
B8BFMQTR,conferencePaper,1993,"Alleva, F.; Huang, X.; Hwang, M. Y.",An improved search algorithm using incremental knowledge for continuous speech recognition,icassp,,,,,,,,,,,,,
DTHR6IQ7,book,1980,"Allgower, E. L.; Georg, K.",Numerical Continuation Methods. An Introduction,,,,,,,,,,,,,,
KAZ2HJV9,book,1980,"Allgower, E. L.; Georg, K.",Numerical Continuation Methods. An Introduction,,,,,,,,,,,,,,
RAX8DFBI,conferencePaper,1987,"Almeida, L. B.",A Learning Rule for Asynchronous Perceptrons with Feedback in a Combinatorial Environment,icnn,,,,,,,,,,,,,
9HWVIX2G,conferencePaper,1988,"Almeida, L. B.",Backpropagation in Perceptrons with Feedback,Neural Computers,,,,,,,,,,,,,
4IM8P4EQ,conferencePaper,1991,"Almuallim, H.; Dietterich, T. G.",Learning with many irrelevant features,Proceedings of the Ninth National Conference on Artificial Intelligence,,,,http://citeseer.ist.psu.edu/almuallim91learning.html,,,,,,,,,
ABMXA38S,journalArticle,1994,"Almuallim, Hussein; Dietterich, Thomas G.",Learning Boolean Concepts in the Presence of Many Irrelevant Features,Artificial Intelligence,,,,citeseer.ist.psu.edu/almuallim94learning.html,,,,,,,,,
5746F8HN,conferencePaper,1987,"Alspector, J.; Allen, R. B.",A Neuromorphic VLSI Learning System,Advanced Research in VLSI: Proceedings of the 1987 Stanford Conference,,,,,,,,,,,,,
2IU7QK2I,conferencePaper,1988,"Alspector, J.; Allen, R. B.; Hu, V.; Satyanarayana, S.",Stochastic Learning Networks and Their Electronic Implementation,nips87,,,,,,,,,,,,,
JP5Z847R,journalArticle,1999,"Amari, S.; Wu, S.",Improving Support Vector Machine classifiers by modifying kernel functions,Neural Networks,,,,,,,,,,,,,
43756WUM,journalArticle,2000,"Amari, Shun-ichi; Park, Hyeyoung; Fukumizu, Kenji",Adaptive Method of Realizing Natural Gradient Learning for Multilayer Perceptrons,Neural Computation,,,,citeseer.ist.psu.edu/amari98adaptive.html,,,,,,,,,
A8NIP369,journalArticle,1977,"Amari, S. A.",Dynamics of Pattern Formation in Lateral-Inhibition Type Neural Fields,biocyb,,,,,,,,,,,,,
XZZX6QK4,journalArticle,1980,"Amari, S. A.",Topographic Organization of Nerve Fields,bmbiol,,,,,,,,,,,,,
ZZHIHNXD,journalArticle,1985,"Amari, Shun-ichi",Differential geometrical methods in statistics,Lecture notes in statistics,,,,,,,,,,,,,
FTFBR8V8,journalArticle,1992,"Amari, Shun-ichi; Kurata, K.; Nagaoka, H.",Information geometry of Boltzmann machines,IEEE Trans. on Neural Networks,,,,,,,,,,,,,
G4SKDV4V,conferencePaper,1997,"Amari, Shun-ichi",Neural Learning in Structured Parameter Spaces - Natural Riemannian Gradient,Advances in Neural Information Processing Systems,,,,,,,,,,,,,
D9R9IARB,journalArticle,1998,"Amari, Shun-ichi",Natural Gradient Works Efficiently in Learning,Neural Computation,,,,citeseer.ist.psu.edu/article/amari98natural.html,,,,,,,,,
N4IRXKUX,journalArticle,1999,"Amari, S.; Wu, S.",Improving Support Vector Machine Classifiers by Modifying Kernel Functions,Neural Networks,,,,,,,,,,,,,
